"Username","Date","Rating","Comment","Link"
"Carol T. E",3/23/2017 4:03:02 PM,"none","Great!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggI79zcLdmfNHgCoAEC"
"Maia C. Colucci",3/23/2017 2:52:30 PM,"none","I always had leftovers for Blue Apron.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwlKAnl2EUrt6ABmhx4AaABAg"
"melinda martinez",3/21/2017 9:28:03 AM,"none","Thank you for sharing this video with us. I'm expecting my first order from hellofresh on Friday. I wouldn't of tried them if I didn't get the deal of only paying $19.95 for the first time.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjiUPptWQYj8XgCoAEC"
"Campers",3/21/2017 1:10:03 AM,"none","I think I just found my new favorite channel.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiDG04EpJ9k9ngCoAEC"
"TigerShark",3/20/2017 10:05:36 AM,"none","AND IF YOU HIT A SQUIRREL OR GROUND HOG WITH YOUR MOPED.....ADD THAT TO THE RECIPE AND WOW, YOU GOTS SOME GOOD EATIN THERE BUDDY","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjnI2LdRa6UcngCoAEC"
"America's High Five",3/19/2017 10:59:46 PM,"none","I just ordered from Hello Fresh for the first time. Thanks for providing such great information about the products offered. I'm not quite as worried about my box now!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghXjA4wICxLXXgCoAEC"
"MrLupus",3/19/2017 12:21:09 PM,"none","Just wanna say that this is the first video of yours that i have seen, youre kinda creepy, but i like it","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgifbXSyTWMPHXgCoAEC"
"Tracy Mahoney",3/17/2017 10:42:57 PM,"none","I did not enjoy any of the cook at home services and we I believed have tried them all, evenutually they leave items ( my experience has been like the side dish items and with plated or Red Plate they forgot the Salmon)","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjoEi7JdmL4S3gCoAEC"
"PixelTreason",3/16/2017 10:34:51 PM,"none","This was great, thank you! I had been curious (but money *is* very much an issue) and wondering if these were worth the expense.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Uggpg26rtGDNg3gCoAEC"
"Cesar Gac",3/16/2017 7:32:29 PM,"none","great video and excellent review","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugirh5lfm2utuHgCoAEC"
"Emma Hamilton",3/16/2017 2:22:35 PM,"none","I wish I could do that","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghVByQNJjONOHgCoAEC"
"Marta Kramer",3/16/2017 12:37:07 AM,"none","Thanks for the comparison.  The TV channel here did a comparison, but didn't include the pricing or really honest opinions.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg7MDJiy-Z_0HgCoAEC"
"Whitney Blaaspijp",3/14/2017 8:51:56 PM,"none","let me loose in a store.with that money","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiJIZA2hUSC1XgCoAEC"
"Bruce Beckett",3/14/2017 1:15:45 PM,"none","this was very helpful.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg4wji_7c-6W3gCoAEC"
"100YrsOldFetus",3/14/2017 2:53:43 AM,"none","Both are expensive but the idea of it is very nice","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugh016-zVSRv-HgCoAEC"
"Kylie Crawford",3/13/2017 2:48:31 AM,"none","Just what I was looking for. Thank you for doing a comparison video!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiEDKMgaApJQXgCoAEC"
"LuLaRoeBette Dillon",3/12/2017 6:56:13 PM,"none","We had Home Chef as a gift for awhile, it was fun.  But I wouldn't do it all the time.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghUHka-9CxcE3gCoAEC"
"Greg McClurg",3/12/2017 1:13:20 AM,"none","Interesting review, I've been waiting for this information.  Unfortunately for Hello Fresh the next video in the que paints a far different picture of their service. The jury is out.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggMrSJSaJ5uVXgCoAEC"
"incertrus compact",3/12/2017 12:43:40 AM,"none","hi","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugh8h7DWSCYhOXgCoAEC"
"Debbie Webster",3/11/2017 11:28:49 PM,"none","Very timely and helpful review, thanks again Matt.😀","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjGWLZ5H8muv3gCoAEC"
"Mary Jean Meyerson",3/11/2017 11:07:20 PM,"none","I get Hello fresh, and I really like it.  They have been super responsive if there are any quality issues with the box.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggDn5Du_O1RX3gCoAEC"
"Evening Sky",3/11/2017 12:17:29 AM,"none","I feel like I got far more with Blue Apron vs. with Hello Fresh. I feel like Hello Fresh had the smaller portions and Blue Apron had the higher quality food (tasted better overall). Maybe that's just my opinion though. I agree that Hello Fresh has the superior boxing but that was about it. You did not even show a plate for Blue Apron!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugh_DwEOpYm4vHgCoAEC"
"Penny Lane",3/10/2017 11:35:54 PM,"none","I tried Blue Apron last week and just opened the box for Hello Fresh.  I do like the packaging much better on Hello Fresh.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjMVysw9mWyXHgCoAEC"
"Eugenio Matos",3/10/2017 11:26:44 AM,"none","looks good","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgidvJgkIkZD7ngCoAEC"
"Penniless Jester",3/10/2017 1:12:03 AM,"none","Your coworker is hot 
I wanna deliver my cucumber in her box","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggLVK7mRUcRUngCoAEC"
"Josiah Thomas",3/9/2017 7:57:46 PM,"none","Wow! What a thorough unboxing! Thanks for the review! I'm definitely looking forward to my first box from HelloFresh!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugi5LGvP4n382XgCoAEC"
"Sierra Bird",3/8/2017 11:48:38 PM,"none","The reason a lot of people are still hungry is because they are used to much larger portions than they should eat.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgirYSCxO8-Qc3gCoAEC"
"Diana Darling",3/8/2017 7:58:34 PM,"none","Great video! I've tried many and would only possibly do Martha & Marley Spoon in the future, because the recipes/quality was awesome! Besides that, I couldn't justify the price as I spend $150 per person per month for incredibly delicious, filling, including organic foods (and paper goods, etc.) 3 meals a day. With a bit of planning and some couponing, you can really save a ton on gourmet meals. And these services are not simple... it's still a ton of time and dishes (I'm a chef) :)","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugi2rF_oMCcJb3gCoAEC"
"Kevin Berry",3/8/2017 3:11:16 AM,"none","Thanks for the review... my family has been wondering about those also.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghAGIqcX_Kkb3gCoAEC"
"Tasha W",3/7/2017 8:55:29 PM,"none","Thank you! I get my first Hello Fresh box Monday <3","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugj0HU9r2UlgyXgCoAEC"
"Joel Alcazar",3/7/2017 2:19:45 PM,"none","I'm loving Hello Fresh","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg0nbczoHt_aHgCoAEC"
"Julie Block",3/7/2017 1:24:45 PM,"none","Thanks for reviewing these!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggJZzKU5aXqwXgCoAEC"
"Jasmynn Lee",3/6/2017 9:48:15 PM,"none","Glad I saw this video!! I've been trying to decide if I want to try Blue Apron or Hello Fresh.. Some ppl say that blue apron is not enough food and the fact that two seemingly fit people say the same makes me sway more toward hello fresh..","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghKCXXYIDUy5XgCoAEC"
"Ken Smith",3/6/2017 8:15:47 PM,"none","have you tried home chef? My wife and I enjoyed it.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ughiu2BoVY93i3gCoAEC"
"Anthony Andrews",3/6/2017 6:56:31 PM,"none","Great review!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Uggab6PhZDs2LHgCoAEC"
"Natalie Borek",3/6/2017 5:30:59 PM,"none","This is good to know. I was thinking of doing this.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiazlaIkiXop3gCoAEC"
"lexey dennison",3/6/2017 5:13:36 AM,"none","glad I saw this video. 😊 thanks for this!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggtVXQ0-PLQlngCoAEC"
"dennybug2",3/6/2017 2:11:30 AM,"none","Love your assistant!! She's gorgeous!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghImdxRlMpsDngCoAEC"
"Jacque Stuart",3/5/2017 8:10:44 PM,"none","lol i used to work for Blue Apron","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjHa3nZ8FBfd3gCoAEC"
"Alex Jefferson",3/5/2017 4:46:09 PM,"none","Switching to hello fresh!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiNSh20C8_gnXgCoAEC"
"Dee Hannum",3/5/2017 2:39:42 PM,"none","Love Hello Fresh","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiWaNsRaUgdTXgCoAEC"
"Consuelo Johnson",3/5/2017 1:18:16 PM,"none","I think I  would try blue apron...thnxs for the video","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugj1GQhY8qQH9HgCoAEC"
"candidcait",3/5/2017 7:34:18 AM,"none","This was really helpful! I tried Blue Apron once via a free trial from my friend but the box arrived a day late  and I wasn't blown away by what I ate. I have been curious about HelloFresh!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggtovZ2GOyvf3gCoAEC"
"Tyler Muma",3/4/2017 11:35:58 PM,"none","Cool stuff","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugh2RVMnNMVagngCoAEC"
"Matthew Pedigo",3/4/2017 9:40:40 PM,"none","I just found this channel, and I've been binge watching videos. The info is extremely helpful.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggZgUkcEfT8TngCoAEC"
"moonlitcherri",3/4/2017 3:22:47 PM,"none","thank you! I've been looking for a review like this for so long.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggtazJ074xNqXgCoAEC"
"Phillip Heisser",3/4/2017 4:05:12 AM,"none","send me i","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiQiw9r3qwiPngCoAEC"
"Phillip Heisser",3/4/2017 4:02:39 AM,"none","like your vid","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiPnSL5S76mx3gCoAEC"
"Margo Harris",3/4/2017 2:48:10 AM,"none","Thanks MATT for reviewing these I was thinking about subscribing to one and now you helped me decide!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ughhk_rhwFzKWHgCoAEC"
"Kyle Newsome",3/4/2017 12:28:05 AM,"none","Thanks. Not going to do either now. But I will borrow friends recipe cards and head to grocery store","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiWGCXj5UVPs3gCoAEC"
"Justin Williams",3/3/2017 11:26:59 PM,"none","I always thought about trying one of these, maybe it's time to.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugh2iRvMx0dFO3gCoAEC"
"Ginger Kenney",3/3/2017 9:31:51 PM,"none","Great review and it finally motivated me to try one of these plans-.I went with Hello Fresh! Thanks for this Matt!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugh6xsBD9_FX0ngCoAEC"
"Lawrence Dias",3/3/2017 6:55:05 PM,"none","This is what we need,consumers can make a informed choice.Very good.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgilX9m5yq4wKXgCoAEC"
"Lori Hylton",3/3/2017 11:46:53 AM,"none","I've never tried hello fresh but I did try blue apron  and came to a similar conclusion. It's fun to have the box arrive but for a family or if you're on a tight budget it's not really for you.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg1ekV-QlCJYHgCoAEC"
"Melody Lessick",3/3/2017 7:11:51 AM,"none","Thanks Matt!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggWEwAddkbo03gCoAEC"
"Brian Wright",3/3/2017 6:13:58 AM,"none","Thanks for the pros and cons of these services. Commenters agree with you so far.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghDJsUkwxGQIngCoAEC"
"Sammy Martinez",3/3/2017 3:34:16 AM,"none","thanks for the options!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiC4iuYed-SZHgCoAEC"
"Felicia Scott-Strickland",3/3/2017 1:41:19 AM,"none","Hi Matt, I've been a Blue Apron subscriber for over a year.  I hadn't tried any of the others so with this info....I'm switching to Hello Fresh!  Thanks!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugj-xmbdLjYksHgCoAEC"
"brenda k7",3/2/2017 9:38:22 PM,"none","nice one, I'll try one of those someday","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg8FATFZS93g3gCoAEC"
"Adam Owen",3/2/2017 8:00:34 PM,"none","Great review... thanks Matt!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggqBlZWPoIaw3gCoAEC"
"Sandra Elliott",3/2/2017 6:12:05 PM,"none","I had thought about trying both of these box meals but after watching your demonstrations I can see this just isn't for is! I could get enough food for 2 weeks for what you paid for the box meals. So thanks for making that decision for me! Keep those greet deals coming!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjefeFX2w9FyngCoAEC"
"Vicky Stats",3/2/2017 4:37:17 PM,"none","I've wondered about these services for a while and super glad you did the research for me Matt. Thank You 😊 I'll try Hello Fresh now.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghlOvAx7PEVZngCoAEC"
"Theresa Collins",3/2/2017 4:21:43 PM,"none","I am soo glad you did this one. Was contemplating which one for me and Mom. Looking for healthy and reasonably priced. What about others?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugjilr2iWxpDj3gCoAEC"
"barb burns",3/2/2017 3:24:00 PM,"none","Thanks always wondered about these","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghfH_bYi5BR5ngCoAEC"
"Buforina Almond",3/2/2017 3:23:58 PM,"none","Congrats Jan","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiT_jhatEbzSngCoAEC"
"Heidi Fuchs",3/2/2017 2:44:37 PM,"none","I agree with the Hello Fresh review.  I was given 2 weeks as a gift and it was great.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggXnSFP9DxwcHgCoAEC"
"Joseph Buehner",3/2/2017 1:24:12 PM,"none","love Holly, lucky to have her in the Cle!!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiSN6CWnIsO2XgCoAEC"
"Maria Papa",3/2/2017 10:35:57 AM,"none","I tried both Blue Apron and Hello Fresh - I preferred Hello Fresh.  Then I tried Martha Stewarts box called Martha & Marley.  I compared them to Hello Fresh - even a touch better. So far - Martha also included free gifts in some of her boxes and best of all - I could do just two meals a week instead of three that Blue Apron and Hello Fresh had as the lowest amount of meals.  Plus the price was just $49.00.  I agree - just gave me something different to make and keep the recipes too.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiDpk3z9ykljXgCoAEC"
"Michele Harmon",3/2/2017 5:48:39 AM,"none","Congrats to the winners!!!
I do not think I would buy from either one.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Uggmj7hEqI9BWXgCoAEC"
"luca joe",3/2/2017 3:59:17 AM,"none","Thank you for the comparison. I was wondering about them- especially portion size.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjmIVVpjdvTUXgCoAEC"
"Mostafa Mohamed",3/1/2017 10:58:40 PM,"none","win","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggYSUxRnfZTh3gCoAEC"
"Di",3/1/2017 9:50:52 PM,"none","Thanks for comparison.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugi4-AMFKgjgFXgCoAEC"
"kiki miserychic",3/1/2017 8:37:43 PM,"none","Thanks for this. I've been researching for months and hadn't decided if I wanted to do it or not. This was totally helpful.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjTzrb_5Uni9XgCoAEC"
"Anime's ShinobiLife",3/1/2017 8:28:24 PM,"none","the food though!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiBMuSxRKhH4XgCoAEC"
"Donna Kabel",3/1/2017 8:21:27 PM,"none","Glad you did this. Had thought about joining one of these. I would rather plan my meals ahead from the grocery store.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjpznXNEFZsmHgCoAEC"
"Melissa Moor",3/1/2017 6:45:19 PM,"none","groupon had the one on a huge discount last week!! great deal","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgihvgKjH2k_eXgCoAEC"
"Patti-Jo Burtnett",3/1/2017 5:19:52 PM,"none","This was interesting. I of course see all the ads for these meal services but they never seemed worth it, mostly because I do like to cook and have the time to prepare meals. Still I was always curious about what really came in those boxes so thanks for doing the review.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiqR7TSbjNMVngCoAEC"
"Michael Grinshtat",3/1/2017 4:57:02 PM,"none","interesting","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Uggo5q_fVBrpAngCoAEC"
"Paul Dombrowski",3/1/2017 4:03:42 PM,"none","I've been looking at these and I really liked your reviews","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghHSW45-t8q33gCoAEC"
"Jessie Homer",3/1/2017 3:55:07 PM,"none","Great info thanks!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiyzsEcEKUTV3gCoAEC"
"GL Key",3/1/2017 3:38:48 PM,"none","Congrats winners!!!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Uggzm7Dgnb7MiXgCoAEC"
